Epoch,Host_Propellant_PSI,Host_Bus_Voltage,Host_Heartbeat_ms,ARB_Gyro_Mag,ARB_Temp_C,Target_Status
1065,289.32,28.5,999,0.012,37.55,ANOMALY
1066,288.81,28.55,999,0.015,37.56,ANOMALY
1067,289.56,28.59,999,0.001,38.2,ANOMALY
1068,290.05,28.92,999,0.01,35.05,ANOMALY
1069,289.28,28.33,999,0.012,35.84,ANOMALY
1070,289.21,28.67,999,0.011,37.6,ANOMALY
1071,288.74,28.54,999,0.015,34.16,ANOMALY
1072,289.17,28.19,999,0.008,37.33,ANOMALY
1073,288.48,28.65,999,0.01,37.93,ANOMALY
1074,288.81,28.75,999,0.016,36.33,ANOMALY
1075,289.37,28.33,999,0.001,36.5,ANOMALY
1076,289.9,28.5,999,0.013,35.89,ANOMALY
1077,290.64,28.15,999,0.008,36.47,ANOMALY
1078,288.93,28.25,999,0.005,36.53,ANOMALY
1079,289.93,28.71,999,0.012,36.37,ANOMALY
1080,289.33,28.41,999,0.016,36.35,ANOMALY
1081,289.12,28.28,999,0.015,36.84,ANOMALY
1082,289.4,28.55,999,0.009,36.86,ANOMALY
1083,289.21,28.4,999,0.014,39.05,ANOMALY
1084,289.22,28.41,999,0.014,36.81,ANOMALY
1085,288.95,28.65,999,0.01,37.58,ANOMALY
1086,288.45,28.27,999,0.007,36.69,ANOMALY
1087,288.36,28.32,999,0.007,36.71,ANOMALY
1088,289.45,28.53,999,0.014,35.62,ANOMALY
1089,288.98,28.69,999,0.01,35.79,ANOMALY
1090,288.81,28.75,999,0.005,36.18,ANOMALY
1091,289.1,28.37,999,0.002,37.6,ANOMALY
1092,289.48,28.69,999,0.014,38.52,ANOMALY
1093,289.16,28.34,999,0.007,35.69,ANOMALY
1094,288.74,28.87,999,0.012,36.96,ANOMALY
1095,289.67,28.27,999,0.016,36.17,ANOMALY
1096,289.83,28.77,999,0.003,37.3,ANOMALY
1097,289.28,28.37,999,0.01,38.68,ANOMALY
1098,289.51,28.9,999,0.009,37.18,ANOMALY
1099,289.64,28.62,999,0.012,37.61,ANOMALY
1100,289.57,28.3,999,0.016,39.15,ANOMALY
1101,289.3,28.4,999,0.003,38.18,ANOMALY
1102,289.28,28.66,999,0.013,36.99,ANOMALY
1103,289.23,28.71,999,0.015,37.94,ANOMALY
1104,288.42,28.49,999,0.009,36.98,ANOMALY
1105,289.3,28.51,999,0.009,38.26,ANOMALY
1106,288.27,28.65,999,0.012,38.39,ANOMALY
1107,288.54,28.53,999,0.012,36.54,ANOMALY
1108,289.58,28.24,999,0.013,38.11,ANOMALY
1109,289.33,28.34,999,0.013,37.85,ANOMALY
1110,289.65,28.55,999,0.005,38.54,ANOMALY
1111,288.76,28.74,999,0.015,38.86,ANOMALY
1112,288.31,28.82,999,0.016,38.53,ANOMALY
1113,288.75,28.66,999,0.011,37.78,ANOMALY
1114,288.92,28.56,999,0.003,39.05,ANOMALY
1115,288.89,28.65,999,0.009,37.27,ANOMALY
1116,289.41,28.37,999,0.011,36.86,ANOMALY
1117,288.65,28.47,999,0.004,35.01,ANOMALY
1118,289.0,28.34,999,0.008,38.17,ANOMALY
1119,288.32,28.25,999,0.003,37.45,ANOMALY
1120,289.03,28.57,999,0.013,38.7,ANOMALY
1121,288.8,28.54,999,0.011,36.36,ANOMALY
1122,288.41,28.64,999,0.002,37.71,ANOMALY
1123,288.66,28.61,999,0.012,38.86,ANOMALY
1124,288.67,28.55,999,0.01,37.39,ANOMALY
1125,288.62,28.61,999,0.013,38.86,ANOMALY
1126,289.63,28.49,999,0.008,37.92,ANOMALY
1127,288.69,28.58,999,0.006,38.48,ANOMALY
1128,288.6,28.35,999,0.006,39.14,ANOMALY
1129,287.67,28.57,999,0.007,39.52,ANOMALY
1130,288.26,28.63,999,0.01,38.69,ANOMALY
1131,288.56,28.37,999,0.011,37.82,ANOMALY
1132,288.34,28.51,999,0.009,38.2,ANOMALY
1133,289.37,28.38,999,0.008,39.33,ANOMALY
1134,288.58,28.39,999,0.008,37.7,ANOMALY
1135,289.3,28.28,999,0.023,38.57,ANOMALY
1136,288.68,28.75,999,0.006,38.4,ANOMALY
1137,288.65,28.71,999,0.007,38.71,ANOMALY
1138,288.58,28.61,999,0.026,37.83,ANOMALY
1139,288.62,28.89,999,0.012,37.02,ANOMALY
1140,289.46,28.46,999,0.003,39.42,ANOMALY
1141,287.43,29.11,999,0.014,39.9,ANOMALY
1142,287.58,28.45,999,0.005,37.17,ANOMALY
1143,288.3,28.55,999,0.015,39.36,ANOMALY
1144,288.57,28.42,999,0.009,40.11,ANOMALY
1145,288.9,28.57,999,0.008,39.65,ANOMALY
1146,288.78,28.67,999,0.018,38.67,ANOMALY
1147,288.34,28.48,999,0.013,38.17,ANOMALY
1148,289.03,28.86,999,0.015,39.23,ANOMALY
1149,289.03,28.55,999,0.012,39.43,ANOMALY
1150,288.6,28.55,999,0.008,39.3,ANOMALY
1151,288.98,28.32,999,0.013,39.06,ANOMALY
1152,288.62,28.58,999,0.016,38.19,ANOMALY
1153,288.19,28.47,999,0.011,39.72,ANOMALY
1154,288.81,28.38,999,0.019,39.8,ANOMALY
1155,288.51,28.34,999,0.014,39.56,ANOMALY
1156,288.44,29.03,999,0.011,39.5,ANOMALY
1157,289.17,28.45,999,0.011,41.1,ANOMALY
1158,287.2,28.21,999,0.011,38.83,ANOMALY
1159,287.71,28.36,999,0.004,40.76,ANOMALY
1160,287.81,28.49,999,0.01,38.78,ANOMALY
1161,288.21,28.61,999,0.011,40.65,ANOMALY
1162,288.26,28.61,999,0.008,40.81,ANOMALY
1163,287.62,28.64,999,0.012,39.31,ANOMALY
1164,287.87,28.37,999,0.01,41.29,ANOMALY
1165,287.92,28.57,999,0.014,40.13,ANOMALY
1166,289.57,28.32,999,0.013,38.82,ANOMALY
1167,289.24,28.38,999,0.011,39.35,ANOMALY
1168,288.12,28.32,999,0.003,40.89,ANOMALY
1169,288.13,28.26,999,0.019,40.71,ANOMALY
1170,287.73,28.71,999,0.009,38.76,ANOMALY
1171,287.34,28.64,999,0.01,39.71,ANOMALY
1172,288.23,28.7,999,0.008,40.08,ANOMALY
1173,287.78,28.51,999,0.008,39.4,ANOMALY
1174,288.22,28.66,999,0.018,42.29,ANOMALY
1175,287.45,28.15,999,0.017,40.2,ANOMALY
1176,287.86,28.67,999,0.012,39.93,ANOMALY
1177,288.31,28.54,999,0.009,41.22,ANOMALY
1178,288.41,28.63,999,0.013,39.69,ANOMALY
1179,288.42,28.58,999,0.01,41.1,ANOMALY
1180,287.54,28.3,999,0.009,38.45,ANOMALY
1181,288.62,28.2,999,0.012,39.69,ANOMALY
1182,287.78,28.36,999,0.008,41.23,ANOMALY
1183,288.49,28.61,999,0.011,41.78,ANOMALY
1184,288.16,28.64,999,0.011,39.47,ANOMALY
1185,287.47,28.23,999,0.013,39.38,ANOMALY
1186,287.99,28.3,999,0.007,40.87,ANOMALY
1187,288.32,28.36,999,0.014,39.71,ANOMALY
1188,288.43,28.43,999,0.005,40.09,ANOMALY
1189,288.04,28.23,999,0.007,41.27,ANOMALY
1190,288.87,28.22,999,0.007,39.88,ANOMALY
1191,288.6,28.34,999,0.005,38.49,ANOMALY
1192,287.96,28.52,999,0.015,39.18,ANOMALY
1193,288.45,28.26,999,0.005,40.52,ANOMALY
1194,289.03,28.48,999,0.007,38.68,ANOMALY
1195,289.03,28.71,999,0.016,40.28,ANOMALY
1196,287.43,28.24,999,0.007,39.21,ANOMALY
1197,287.57,28.46,999,0.009,42.27,ANOMALY
1198,288.77,28.7,999,0.005,42.83,ANOMALY
1199,287.48,28.42,999,0.014,39.64,ANOMALY
1200,287.34,28.39,999,0.014,40.98,ANOMALY
1201,287.75,28.73,999,0.014,39.79,ANOMALY
1202,288.19,28.44,999,0.013,40.48,ANOMALY
1203,287.92,28.72,999,0.01,42.62,ANOMALY
1204,287.64,28.59,999,0.007,40.38,ANOMALY
1205,287.62,28.43,999,0.006,40.59,ANOMALY
1206,287.59,28.6,999,0.016,39.96,ANOMALY
1207,287.49,28.56,999,0.014,42.08,ANOMALY
1208,289.06,28.7,999,0.007,37.7,ANOMALY
1209,288.06,28.39,999,0.01,40.56,ANOMALY
1210,288.35,28.51,999,0.008,40.98,ANOMALY
1211,287.65,28.49,999,0.004,40.4,ANOMALY
1212,287.79,28.64,999,0.011,41.95,ANOMALY
1213,287.52,28.29,999,0.008,42.32,ANOMALY
1214,286.54,28.7,999,0.005,39.74,ANOMALY
1215,287.16,28.59,999,0.003,43.27,ANOMALY
1216,286.94,28.24,999,0.002,39.79,ANOMALY
1217,286.71,28.74,999,0.008,42.53,ANOMALY
1218,287.23,28.95,999,0.01,41.42,ANOMALY
1219,288.48,28.7,999,0.006,40.8,ANOMALY
1220,287.78,28.79,999,0.013,40.92,ANOMALY
1221,288.44,28.52,999,0.01,41.33,ANOMALY
1222,287.99,28.17,999,0.013,41.6,ANOMALY
1223,288.17,28.13,999,0.009,40.5,ANOMALY
1224,287.31,28.55,999,0.006,41.22,ANOMALY
1225,288.02,28.38,999,0.011,40.71,ANOMALY
1226,288.11,28.32,999,0.004,40.3,ANOMALY
1227,287.45,28.49,999,0.013,40.73,ANOMALY
1228,288.0,28.62,999,0.005,40.42,ANOMALY
1229,288.0,28.21,999,0.015,41.18,ANOMALY
1230,287.43,28.41,999,0.008,42.07,ANOMALY
1231,287.13,28.8,999,0.015,41.79,ANOMALY
1232,287.09,28.28,999,0.004,43.67,ANOMALY
1233,287.72,28.67,999,0.007,39.52,ANOMALY
1234,287.83,28.4,999,0.012,42.23,ANOMALY
1235,287.26,28.61,999,0.016,41.79,ANOMALY
1236,287.66,28.72,999,0.018,42.63,ANOMALY
1237,287.92,28.65,999,0.01,42.56,ANOMALY
1238,287.93,28.68,999,0.019,41.71,ANOMALY
1239,288.39,28.27,999,0.009,42.08,ANOMALY
1240,288.24,28.72,999,0.015,41.19,ANOMALY
1241,287.09,28.33,999,0.005,42.58,ANOMALY
1242,288.43,28.55,999,0.012,40.12,ANOMALY
1243,287.31,28.55,999,0.002,42.81,ANOMALY
1244,288.09,28.6,999,0.004,42.04,ANOMALY
1245,287.59,28.57,999,0.012,41.6,ANOMALY
1246,287.34,28.33,999,0.003,41.89,ANOMALY
1247,286.63,28.23,999,0.012,41.99,ANOMALY
1248,287.44,28.67,999,0.015,43.48,ANOMALY
1249,286.73,28.54,999,0.007,45.45,ANOMALY
1250,287.99,28.73,999,0.005,43.46,ANOMALY
1251,288.25,28.49,999,0.008,41.71,ANOMALY
1252,287.09,28.22,999,0.005,42.93,ANOMALY
1253,287.62,28.69,999,0.009,43.01,ANOMALY
1254,287.1,28.43,999,0.011,41.44,ANOMALY
1255,287.14,28.57,999,0.008,41.13,ANOMALY
1256,287.83,28.37,999,0.018,42.36,ANOMALY
1257,287.41,28.83,999,0.006,43.26,ANOMALY
1258,288.29,28.32,999,0.017,40.87,ANOMALY
1259,287.17,28.43,999,0.005,41.79,ANOMALY
1260,287.9,28.52,999,0.01,43.12,ANOMALY
1261,287.44,28.28,999,0.016,42.62,ANOMALY
1262,287.78,28.57,999,0.016,44.02,ANOMALY
1263,287.15,28.82,999,0.008,41.23,ANOMALY
1264,287.34,28.4,999,0.013,45.02,ANOMALY
1265,287.3,28.58,999,0.012,41.16,ANOMALY
1266,286.93,27.95,999,0.007,40.7,ANOMALY
1267,287.66,28.49,999,0.013,42.7,ANOMALY
1268,287.65,28.44,999,0.019,41.65,ANOMALY
1269,287.61,28.34,999,0.012,42.78,ANOMALY
1270,288.07,28.72,999,0.013,42.78,ANOMALY
1271,288.02,28.43,999,0.013,42.68,ANOMALY
1272,287.1,28.46,999,0.003,42.07,ANOMALY
1273,287.46,28.42,999,0.012,43.37,ANOMALY
1274,286.95,28.12,999,0.005,42.65,ANOMALY
1275,287.27,28.27,999,0.007,44.1,ANOMALY
1276,286.94,28.69,999,0.021,42.85,ANOMALY
1277,288.04,28.08,999,0.009,42.1,ANOMALY
1278,287.41,28.35,999,0.006,41.4,ANOMALY
1279,287.1,28.42,999,0.016,42.95,ANOMALY
1280,287.8,28.85,999,0.005,41.88,ANOMALY
1281,286.11,28.65,999,0.008,41.83,ANOMALY
1282,286.18,28.39,999,0.016,43.74,ANOMALY
1283,287.57,28.76,999,0.01,41.47,ANOMALY
1284,287.19,28.35,999,0.002,44.69,ANOMALY
1285,287.28,28.7,999,0.013,43.46,ANOMALY
1286,286.48,28.23,999,0.008,43.29,ANOMALY
1287,287.12,28.71,999,0.018,42.33,ANOMALY
1288,288.13,28.42,999,0.007,44.16,ANOMALY
1289,287.53,28.29,999,0.015,43.42,ANOMALY
1290,287.19,28.46,999,0.019,42.77,ANOMALY
1291,286.87,28.56,999,0.006,43.69,ANOMALY
1292,286.89,28.4,999,0.009,41.83,ANOMALY
1293,286.01,28.61,999,0.012,41.91,ANOMALY
1294,287.19,28.38,999,0.006,42.46,ANOMALY
1295,287.48,28.62,999,0.011,43.96,ANOMALY
1296,286.26,28.59,999,0.009,43.63,ANOMALY
1297,286.7,28.49,999,0.009,44.72,ANOMALY
1298,286.44,28.41,999,0.01,42.78,ANOMALY
1299,286.53,28.53,999,0.01,44.3,ANOMALY
1300,287.03,28.61,999,0.011,43.65,ANOMALY
1301,285.95,28.91,999,0.007,42.85,ANOMALY
1302,287.29,28.69,999,0.007,44.21,ANOMALY
1303,287.35,28.7,999,0.009,43.78,ANOMALY
1304,286.84,29.12,999,0.01,43.25,ANOMALY
1305,285.71,28.6,999,0.008,43.95,ANOMALY
1306,286.45,28.6,999,0.012,43.81,ANOMALY
1307,287.55,28.64,999,0.001,43.82,ANOMALY
1308,285.53,28.3,999,0.006,43.59,ANOMALY
1309,286.74,28.41,999,0.009,42.73,ANOMALY
1310,286.31,28.4,999,0.006,44.14,ANOMALY
1311,287.3,28.63,999,0.018,43.29,ANOMALY
1312,286.55,28.47,999,0.01,43.1,ANOMALY
1313,287.08,28.53,999,0.011,43.91,ANOMALY
1314,287.15,28.72,999,0.008,44.92,ANOMALY
1315,287.77,28.67,999,0.01,44.4,ANOMALY
1316,286.74,28.47,999,0.004,43.71,ANOMALY
1317,287.02,28.37,999,0.009,43.7,ANOMALY
1318,286.08,28.73,999,0.005,44.94,ANOMALY
1319,287.41,28.65,999,0.009,41.94,ANOMALY
1320,286.42,28.18,999,0.003,45.16,ANOMALY
1321,286.51,28.44,999,0.004,42.52,ANOMALY
1322,286.77,28.53,999,0.017,43.01,ANOMALY
1323,285.99,28.66,999,0.014,43.94,ANOMALY
1324,286.88,28.68,999,0.017,46.66,ANOMALY
1325,287.24,28.56,999,0.017,46.2,ANOMALY
1326,286.89,28.62,999,0.013,45.25,ANOMALY
1327,285.94,28.51,999,0.008,44.94,ANOMALY
1328,286.66,28.37,999,0.005,42.75,ANOMALY
1329,287.08,28.45,999,0.016,44.8,ANOMALY
1330,285.76,28.5,999,0.01,44.12,ANOMALY
1331,286.16,28.49,999,0.022,43.88,ANOMALY
1332,287.12,28.12,999,0.008,44.89,ANOMALY
1333,286.81,28.42,999,0.02,44.29,ANOMALY
1334,286.87,28.51,999,0.009,45.66,ANOMALY
1335,287.58,28.44,999,0.017,42.89,ANOMALY
1336,286.88,28.45,999,0.018,44.93,ANOMALY
1337,286.96,28.6,999,0.005,44.0,ANOMALY
1338,287.98,28.28,999,0.008,44.5,ANOMALY
1339,286.51,28.17,999,0.005,45.25,ANOMALY
1340,286.2,28.43,999,0.004,43.86,ANOMALY
1341,286.81,28.65,999,0.013,45.17,ANOMALY
1342,286.8,28.84,999,0.009,44.82,ANOMALY
1343,286.31,28.66,999,0.01,44.4,ANOMALY
1344,286.05,28.21,999,0.013,44.62,ANOMALY
1345,287.71,28.45,999,0.001,44.97,ANOMALY
1346,286.71,28.55,999,0.016,44.39,ANOMALY
1347,286.17,28.54,999,0.008,45.19,ANOMALY
1348,286.98,28.61,999,0.013,44.94,ANOMALY
1349,286.46,28.32,999,0.013,44.63,ANOMALY
1350,286.38,28.51,999,0.017,46.87,ANOMALY
1351,286.77,28.58,999,0.009,45.72,ANOMALY
1352,285.84,28.67,999,0.001,44.95,ANOMALY
1353,286.65,28.34,999,0.01,45.51,ANOMALY
1354,287.42,28.43,999,0.011,44.37,ANOMALY
1355,286.69,27.96,999,0.005,44.99,ANOMALY
1356,286.26,28.38,999,0.011,45.14,ANOMALY
1357,286.18,28.4,999,0.008,44.24,ANOMALY
1358,286.22,28.3,999,0.003,45.91,ANOMALY
1359,286.29,28.53,999,0.013,45.04,ANOMALY
1360,286.21,28.49,999,0.007,45.22,ANOMALY
1361,286.85,28.05,999,0.008,45.04,ANOMALY
1362,285.52,28.54,999,0.008,48.6,ANOMALY
1363,286.8,28.31,999,0.016,45.01,ANOMALY
1364,286.17,28.6,999,0.01,43.63,ANOMALY
1365,286.54,28.24,999,0.01,44.13,ANOMALY
1366,285.78,28.51,999,0.008,46.52,ANOMALY
1367,287.0,28.44,999,0.012,47.13,ANOMALY
1368,286.95,28.56,999,0.017,45.14,ANOMALY
1369,286.79,28.52,999,0.013,47.13,ANOMALY
1370,285.55,28.45,999,0.013,46.62,ANOMALY
1371,286.71,28.19,999,0.013,45.72,ANOMALY
1372,286.49,28.2,999,0.003,45.68,ANOMALY
1373,285.47,28.38,999,0.006,46.16,ANOMALY
1374,286.25,28.5,999,0.009,46.88,ANOMALY
1375,286.44,28.38,999,0.006,46.43,ANOMALY
1376,286.52,28.63,999,0.005,45.39,ANOMALY
1377,286.32,28.44,999,0.001,45.92,ANOMALY
1378,286.37,28.31,999,0.003,48.11,ANOMALY
1379,286.95,28.44,999,0.009,46.41,ANOMALY
1380,286.82,28.55,999,0.01,47.06,ANOMALY
1381,284.76,28.56,999,0.006,46.76,ANOMALY
1382,286.02,28.88,999,0.01,46.52,ANOMALY
1383,286.09,28.37,999,0.008,46.39,ANOMALY
1384,285.29,28.49,999,0.015,47.21,ANOMALY
1385,286.2,28.59,999,0.009,47.06,ANOMALY
1386,286.77,28.5,999,0.013,46.63,ANOMALY
1387,285.59,28.4,999,0.011,45.71,ANOMALY
1388,286.29,28.19,999,0.003,46.82,ANOMALY
1389,285.66,28.4,999,0.01,46.39,ANOMALY
1390,285.77,28.29,999,0.004,46.18,ANOMALY
1391,286.83,28.15,999,0.009,49.2,ANOMALY
1392,285.81,28.34,999,0.006,45.01,ANOMALY
1393,286.3,28.29,999,0.012,47.54,ANOMALY
1394,285.13,28.62,999,0.003,45.75,ANOMALY
1395,286.98,28.62,999,0.01,46.77,ANOMALY
1396,286.34,28.32,999,0.013,49.24,ANOMALY
1397,285.94,28.45,999,0.015,45.74,ANOMALY
1398,286.31,28.13,999,0.006,46.01,ANOMALY
1399,285.31,28.4,999,0.01,46.75,ANOMALY
1400,286.59,28.58,999,0.011,45.95,ANOMALY
1401,285.83,28.66,999,0.018,47.71,ANOMALY
1402,285.88,28.36,999,0.003,46.32,ANOMALY
1403,285.73,28.71,999,0.005,47.54,ANOMALY
1404,285.67,28.2,999,0.024,45.59,ANOMALY
1405,286.3,28.25,999,0.009,45.14,ANOMALY
1406,286.07,28.64,999,0.001,46.75,ANOMALY
1407,286.26,28.83,999,0.007,45.44,ANOMALY
1408,285.92,28.6,999,0.004,48.55,ANOMALY
1409,286.17,28.49,999,0.011,45.54,ANOMALY
1410,285.69,28.06,999,0.014,46.06,ANOMALY
1411,287.01,28.1,999,0.005,47.54,ANOMALY
1412,285.1,28.53,999,0.008,46.57,ANOMALY
1413,286.5,28.43,999,0.015,45.67,ANOMALY
1414,286.55,28.28,999,0.001,49.26,ANOMALY
1415,285.43,28.51,999,0.003,46.25,ANOMALY
1416,286.96,28.52,999,0.009,47.08,ANOMALY
1417,286.33,28.69,999,0.006,47.1,ANOMALY
1418,286.31,28.53,999,0.009,48.05,ANOMALY
1419,285.83,28.75,999,0.004,47.83,ANOMALY
1420,285.69,28.5,999,0.011,46.57,ANOMALY
1421,285.69,28.48,999,0.009,47.11,ANOMALY
1422,285.98,28.71,999,0.013,47.23,ANOMALY
1423,286.47,28.3,999,0.011,48.24,ANOMALY
1424,285.85,29.06,999,0.011,46.35,ANOMALY
1425,285.3,28.58,999,0.003,49.57,ANOMALY
1426,286.16,28.58,999,0.012,46.82,ANOMALY
1427,286.19,28.61,999,0.008,47.6,ANOMALY
1428,286.05,28.88,999,0.009,46.48,ANOMALY
1429,286.09,28.66,999,0.015,46.38,ANOMALY
1430,285.57,28.18,999,0.006,46.83,ANOMALY
1431,285.23,28.78,999,0.017,46.76,ANOMALY
1432,285.25,28.43,999,0.017,47.35,ANOMALY
1433,284.86,28.52,999,0.014,46.82,ANOMALY
1434,285.78,28.24,999,0.005,48.52,ANOMALY
1435,285.61,28.61,999,0.001,47.07,ANOMALY
1436,285.42,28.37,999,0.015,46.99,ANOMALY
1437,284.16,28.52,999,0.011,47.52,ANOMALY
1438,285.0,28.44,999,0.006,48.94,ANOMALY
1439,286.17,28.89,999,0.016,48.19,ANOMALY
1440,285.27,28.9,999,0.006,47.91,ANOMALY
1441,285.77,28.51,999,0.008,46.6,ANOMALY
1442,284.89,28.51,999,0.013,46.93,ANOMALY
1443,286.29,28.43,999,0.004,46.82,ANOMALY
1444,285.49,28.72,999,0.009,49.44,ANOMALY
1445,285.7,28.43,999,0.015,48.69,ANOMALY
1446,286.71,28.42,999,0.011,47.33,ANOMALY
1447,286.29,28.7,999,0.016,47.66,ANOMALY
1448,285.37,28.39,999,0.016,47.42,ANOMALY
1449,285.22,28.49,999,0.01,47.39,ANOMALY
1450,285.34,28.18,999,0.002,48.77,ANOMALY
1451,285.75,28.64,999,0.004,48.05,ANOMALY
1452,285.43,28.89,999,0.014,50.45,ANOMALY
1453,285.28,28.64,999,0.002,49.65,ANOMALY
1454,286.2,28.79,999,0.008,49.74,ANOMALY
1455,285.4,28.33,999,0.012,49.13,ANOMALY
1456,286.59,28.55,999,0.017,48.07,ANOMALY
1457,285.48,28.31,999,0.007,49.12,ANOMALY
1458,286.32,28.45,999,0.007,48.2,ANOMALY
1459,285.59,28.65,999,0.01,50.21,ANOMALY
1460,285.88,28.52,999,0.012,49.02,ANOMALY
1461,285.03,28.22,999,0.009,48.91,ANOMALY
1462,284.96,28.24,999,0.015,48.8,ANOMALY
1463,285.6,28.22,999,0.006,50.45,ANOMALY
1464,285.86,28.6,999,0.011,47.3,ANOMALY
1465,285.37,28.91,999,0.012,50.6,ANOMALY
1466,284.7,28.77,999,0.008,48.61,ANOMALY
1467,284.65,28.12,999,0.014,47.42,ANOMALY
1468,284.61,28.78,999,0.011,48.1,ANOMALY
1469,284.43,28.69,999,0.014,47.24,ANOMALY
1470,285.36,28.19,999,0.011,49.57,ANOMALY
1471,285.86,28.44,999,0.012,47.91,ANOMALY
1472,285.28,28.72,999,0.007,49.15,ANOMALY
1473,284.14,28.61,999,0.007,50.14,ANOMALY
1474,285.17,28.24,999,0.016,48.37,ANOMALY
1475,285.17,28.62,999,0.013,48.8,ANOMALY
1476,286.29,28.07,999,0.005,47.8,ANOMALY
1477,284.5,28.46,999,0.011,48.74,ANOMALY
1478,285.03,28.73,999,0.002,51.73,ANOMALY
1479,286.07,28.5,999,0.007,49.97,ANOMALY
1480,285.43,28.4,999,0.015,48.96,ANOMALY
1481,285.47,28.68,999,0.009,48.64,ANOMALY
1482,285.24,28.69,999,0.011,49.24,ANOMALY
1483,285.34,28.76,999,0.005,49.44,ANOMALY
1484,285.55,28.67,999,0.008,48.92,ANOMALY
1485,284.75,28.72,999,0.012,49.9,ANOMALY
1486,285.58,28.65,999,0.012,48.45,ANOMALY
1487,284.45,28.55,999,0.015,48.48,ANOMALY
1488,285.29,28.52,999,0.009,49.83,ANOMALY
1489,285.2,28.45,999,0.009,48.33,ANOMALY
1490,284.79,28.26,999,0.003,50.25,ANOMALY
1491,285.08,28.31,999,0.009,49.54,ANOMALY
1492,284.77,28.44,999,0.004,47.76,ANOMALY
1493,284.54,28.55,999,0.001,49.73,ANOMALY
1494,284.89,28.79,999,0.005,47.96,ANOMALY
1495,284.5,28.49,999,0.018,50.37,ANOMALY
1496,285.2,28.7,999,0.009,49.46,ANOMALY
1497,284.46,28.72,999,0.011,51.59,ANOMALY
1498,285.38,28.45,999,0.007,50.84,ANOMALY
1499,284.42,28.62,999,0.001,48.74,ANOMALY
1500,284.72,28.45,999,0.015,47.81,ANOMALY
1501,284.68,28.76,999,0.001,49.1,ANOMALY
1502,285.65,28.63,999,0.007,48.67,ANOMALY
1503,285.14,28.26,999,0.01,51.74,ANOMALY
1504,284.86,28.53,999,0.011,49.94,ANOMALY
1505,285.2,28.83,999,0.006,50.91,ANOMALY
1506,283.89,28.46,999,0.001,49.73,ANOMALY
1507,284.91,28.59,999,0.006,49.86,ANOMALY
1508,285.92,28.61,999,0.006,50.04,ANOMALY
1509,284.98,28.29,999,0.006,51.21,ANOMALY
1510,284.94,28.6,999,0.015,50.44,ANOMALY
1511,285.17,28.22,999,0.004,49.1,ANOMALY
1512,285.33,28.37,999,0.012,51.81,ANOMALY
1513,283.87,28.72,999,0.011,49.93,ANOMALY
1514,284.02,28.57,999,0.015,49.8,ANOMALY
1515,284.96,28.44,999,0.009,47.45,ANOMALY
1516,284.48,28.59,999,0.014,50.95,ANOMALY
1517,285.49,28.49,999,0.009,50.44,ANOMALY
1518,284.66,28.5,999,0.012,50.47,ANOMALY
1519,283.85,28.63,999,0.002,50.0,ANOMALY
1520,284.17,28.35,999,0.003,49.86,ANOMALY
1521,283.42,28.51,999,0.012,50.1,ANOMALY
1522,284.67,28.44,999,0.012,50.96,ANOMALY
1523,284.68,28.18,999,0.012,51.17,ANOMALY
1524,284.55,28.32,999,0.007,50.33,ANOMALY
1525,285.29,28.81,999,0.017,51.54,ANOMALY
1526,285.34,28.58,999,0.008,50.54,ANOMALY
1527,284.65,28.24,999,0.012,50.14,ANOMALY
1528,283.66,28.19,999,0.013,50.88,ANOMALY
1529,285.02,28.48,999,0.019,49.35,ANOMALY
1530,284.98,28.81,999,0.008,50.97,ANOMALY
1531,284.85,28.46,999,0.007,49.23,ANOMALY
1532,285.17,28.76,999,0.003,49.77,ANOMALY
1533,284.09,28.57,999,0.018,48.81,ANOMALY
1534,285.67,28.59,999,0.012,50.68,ANOMALY
1535,284.17,28.23,999,0.012,52.5,ANOMALY
1536,285.02,28.69,999,0.026,50.8,ANOMALY
1537,283.79,28.43,999,0.012,51.59,ANOMALY
1538,284.16,28.67,999,0.003,53.33,ANOMALY
1539,285.37,28.34,999,0.009,51.42,ANOMALY
1540,284.47,28.54,999,0.005,50.28,ANOMALY
1541,285.01,28.57,999,0.008,50.44,ANOMALY
1542,284.7,28.47,999,0.008,51.1,ANOMALY
1543,284.52,28.58,999,0.007,50.5,ANOMALY
1544,285.24,28.45,999,0.003,50.61,ANOMALY
1545,284.43,28.37,999,0.018,52.18,ANOMALY
1546,283.65,28.82,999,0.011,52.25,ANOMALY
1547,284.13,28.71,999,0.009,49.61,ANOMALY
1548,284.8,28.35,999,0.014,50.47,ANOMALY
1549,284.71,28.61,999,0.012,50.85,ANOMALY
1550,283.72,28.35,999,0.011,51.94,ANOMALY
1551,284.13,28.26,999,0.013,52.52,ANOMALY
1552,284.19,28.71,999,0.011,54.11,ANOMALY
1553,284.29,28.16,999,0.013,50.97,ANOMALY
1554,283.77,28.69,999,0.014,51.05,ANOMALY
1555,284.14,28.45,999,0.011,52.09,ANOMALY
1556,284.08,28.46,999,0.009,50.85,ANOMALY
1557,284.82,28.58,999,0.018,51.42,ANOMALY
1558,284.83,28.62,999,0.008,51.17,ANOMALY
1559,284.34,28.33,999,0.012,49.0,ANOMALY
1560,284.21,28.64,999,0.012,51.77,ANOMALY
1561,284.46,28.52,999,0.007,51.5,ANOMALY
